gene_id,symbol,log2FoldChange_for_signature,padj,direction
ENSG00000225630.1,MTND2P28,-0.9637044685313053,0.0022596470192749085,down
ENSG00000248527.1,MTATP6P1,-1.168791715698075,1.274469889859569e-4,down
ENSG00000178585.14,CTNNBIP1,0.620444455755672,0.033778315264984156,up
ENSG00000160049.11,DFFA,-0.5135439668753179,8.842303794716448e-6,down
ENSG00000116661.9,FBXO2,0.5749513020866153,0.002483873307132455,up
ENSG00000177674.15,AGTRAP,0.8742366975801896,0.039063190351894615,up
ENSG00000142634.12,EFHD2,0.6987229099978456,4.968084876269169e-4,up
ENSG00000142627.12,EPHA2,-0.579160759390482,3.691008620662288e-5,down
ENSG00000233421.4,LINC01783,0.9113933484855077,0.06171687666533193,up
ENSG00000142619.4,PADI3,0.8499311852396206,0.0372800818105293,up
ENSG00000173436.13,MINOS1,-0.5357160245434849,7.28822183230212e-4,down
ENSG00000169914.5,OTUD3,-0.6956358562331388,0.012818819164693246,down
ENSG00000162545.5,CAMK2N1,1.531593703111084,9.240095405239752e-8,up
ENSG00000076864.19,RAP1GAP,0.7280716387151273,0.03219236185094944,up
ENSG00000142798.17,HSPG2,-0.5388665574969522,0.0027368723367101693,down
ENSG00000158055.15,GRHL3,0.5988891046138094,1.1663197090078719e-4,up
ENSG00000133226.16,SRRM1,0.7057146095482261,0.004434684935115875,up
ENSG00000090020.10,SLC9A1,0.6117158133149554,0.004550070421437901,up
ENSG00000162512.15,SDC3,0.6158244496765711,0.05563254833125631,up
ENSG00000142910.15,TINAGL1,2.237632381790533,0.013861691731476139,up
ENSG00000184007.18,PTP4A2,0.6177085900831848,1.2298340218662719e-5,up
ENSG00000084623.11,EIF3I,-0.5120030673047646,8.605573626856684e-8,down
ENSG00000175130.6,MARCKSL1,1.0736386794191592,3.4800134894146174e-9,up
ENSG00000054118.13,THRAP3,0.5602906417922598,0.015655950136332468,up
ENSG00000196449.3,YRDC,-0.8721153958988266,3.024174043495513e-4,down
ENSG00000183682.7,BMP8A,0.5278697927166015,0.11248112759660729,up
ENSG00000090621.13,PABPC4,-0.6715665550417576,2.5859200264132204e-4,down
ENSG00000179862.6,CITED4,-0.5498320659855565,0.10033777142359732,down
ENSG00000253313.5,C1orf210,0.9012743891982367,0.0416503405781935,up
ENSG00000142945.12,KIF2C,0.8484917067699226,8.084654570594356e-4,up
ENSG00000142937.11,RPS8,-0.7808043216252288,6.569360288000323e-7,down
ENSG00000278139.1,RP4-533D7.6,-0.560491921423209,0.05635990759377164,down
ENSG00000142961.14,MOB3C,1.8298148551826663,0.05832192132083334,up
ENSG00000117859.18,OSBPL9,0.5550881898607352,0.001559630228231129,up
ENSG00000169213.6,RAB3B,0.8947949847111718,0.02315863646899613,up
ENSG00000085840.12,ORC1,0.5787021186192006,0.05422332181654033,up
ENSG00000081870.11,HSPB11,0.7407434027250689,0.027136570611439138,up
ENSG00000185839.3,RP4-592A1.2,10.08880231731111,5.453535269555069e-10,up
ENSG00000177606.6,JUN,-1.137457975958921,4.856288202315459e-24,down
ENSG00000172380.5,GNG12,0.9868511313171621,5.566064071016277e-4,up
ENSG00000137955.15,RABGGTB,-0.6172810263165731,4.682659777265929e-4,down
ENSG00000219201.4,RP11-181C21.4,1.1241897719656015,3.647022983452256e-12,up
ENSG00000162613.16,FUBP1,0.6499724485383127,3.9511721759118433e-4,up
ENSG00000162642.13,C1orf52,-0.618988168540432,0.002159422118861028,down
ENSG00000142871.16,CYR61,-1.4574226591673989,2.5582875064533312e-11,down
ENSG00000117174.10,ZNHIT6,-0.5028451113313137,1.4146689519740004e-4,down
ENSG00000197147.13,LRRC8B,-1.1299536372292949,0.003208341836864333,down
ENSG00000143033.17,MTF2,-0.6927385935490439,7.952669837895354e-4,down
ENSG00000137962.12,ARHGAP29,0.7602365862444668,0.026241883163540754,up
ENSG00000156875.13,MFSD14A,-1.0590584436906099,0.029457207695528113,down
ENSG00000085433.15,WDR47,-0.6204957462091504,0.002249424986957021,down
ENSG00000197780.9,TAF13,-0.9492085445980776,7.756842456581837e-13,down
ENSG00000116299.16,KIAA1324,-0.7315626257802904,0.01336105420456318,down
ENSG00000168765.16,GSTM4,0.9261901677731504,1.389459222711997e-4,up
ENSG00000184371.13,CSF1,-0.6755708982875593,0.019296412902709097,down
ENSG00000081026.18,MAGI3,0.5238453312135156,0.03368291330114729,up
ENSG00000116793.15,PHTF1,1.1812453669002634,8.482324567699419e-7,up
ENSG00000116752.5,BCAS2,-0.5846856563042654,1.7702697762651853e-19,down
ENSG00000116830.11,TTF2,0.5853290400481711,0.033311827074033955,up
ENSG00000092621.11,PHGDH,1.0243331157103093,1.6392432037362058e-11,up
ENSG00000273136.6,NBPF26,0.9533454195303298,6.111916848689236e-4,up
ENSG00000272419.6,RP11-403I13.8,-0.8171538587151188,1.2708309974590043e-4,down
ENSG00000186141.8,POLR3C,-0.5169757739103826,2.619110396617829e-6,down
ENSG00000131788.15,PIAS3,0.5901944146216933,2.264429072274162e-4,up
ENSG00000265972.5,TXNIP,-1.2853900275121863,8.369091574157668e-14,down
ENSG00000271121.2,NUDT4P2,0.5488143732945175,0.016826336031178744,up
ENSG00000116128.10,BCL9,1.0059003296461217,4.310625722029176e-5,up
ENSG00000269713.7,NBPF9,0.6272795163069977,0.002680923337319499,up
ENSG00000270882.2,HIST2H4A,-0.5611760120696747,1.187142822082669e-9,down
ENSG00000159208.15,CIART,-0.592669497708213,0.044800832774527094,down
ENSG00000213190.3,MLLT11,0.6745350476304132,0.08532559788425502,up
ENSG00000143398.19,PIP5K1A,-0.673570279118163,9.705560288233591e-11,down
ENSG00000143416.20,SELENBP1,0.8379058982518396,0.03426042997919884,up
ENSG00000182134.15,TDRKH,0.598362582099263,5.839549909200664e-4,up
ENSG00000197747.8,S100A10,0.7984074384758542,1.285863338443386e-10,up
ENSG00000159450.12,TCHH,-3.3700198980375533,5.904338732400793e-26,down
ENSG00000189334.8,S100A14,0.9293977243146657,3.4758567318371015e-7,up
ENSG00000177954.11,RPS27,-0.5343104699543842,1.6602740363928496e-4,down
ENSG00000160685.13,ZBTB7B,-0.7185337113482565,5.738674939909358e-5,down
ENSG00000160753.15,RUSC1,-0.6098469208878462,0.005566579432649759,down
ENSG00000116604.17,MEF2D,0.7500065933588496,0.019897662764892136,up
ENSG00000132688.10,NES,1.3109393177302666,0.0022645683431503976,up
ENSG00000143320.8,CRABP2,0.670471160863866,9.577100747829045e-6,up
ENSG00000162729.13,IGSF8,-0.5280281866822577,0.01963718732703989,down
ENSG00000162736.15,NCSTN,-0.8098036792843105,1.2769743837295928e-11,down
ENSG00000213080.3,RP11-312J18.5,7.793684820511302,2.4578878828299315e-5,up
ENSG00000158793.13,NIT1,0.5035863654080174,0.07137541585592366,up
ENSG00000143222.11,UFC1,-0.5910666329407661,5.627216406322809e-5,down
ENSG00000143252.14,SDHC,-0.5428267406258083,6.993932658875746e-10,down
ENSG00000197965.11,MPZL1,0.7704497981355013,0.0014830291853933973,up
ENSG00000117475.13,BLZF1,-0.6572886754082949,4.077770357378367e-4,down
ENSG00000117479.12,SLC19A2,-0.9414097173177867,0.0010397446391454156,down
ENSG00000234604.2,RP1-206D15.5,-1.480582791052864,3.178587793173019e-10,down
ENSG00000197959.13,DNM3,1.030035237325446,0.03430473454605585,up
ENSG00000198797.6,BRINP2,0.8690696264417764,0.006337385177442891,up
ENSG00000135821.17,GLUL,0.5187948627144077,3.753486166166839e-5,up
ENSG00000135828.11,RNASEL,1.2397984502357662,0.009674679470548711,up
ENSG00000116667.12,C1orf21,0.6379070078392982,0.011700131974545763,up
ENSG00000023572.8,GLRX2,-0.500788435465046,0.046570712529688876,down
ENSG00000163362.10,C1orf106,0.6173767519009246,0.04273189670768961,up
ENSG00000116857.16,TMEM9,0.6022541931888378,8.53702785128322e-13,up
ENSG00000223396.2,RP11-134G8.5,-1.8042934857174764,4.6343600934666706e-5,down
ENSG00000163444.11,TMEM183A,0.5022494814385016,0.006234331743117543,up
ENSG00000058668.14,ATP2B4,0.7767498167224173,3.309434094726502e-5,up
ENSG00000257315.2,ZBED6,-1.8849753710707446,4.853959719886468e-7,down
ENSG00000143845.14,ETNK2,0.9220558533437719,0.03934295111285702,up
ENSG00000143850.13,PLEKHA6,0.9168059649667709,0.0024912287634869562,up
ENSG00000163545.8,NUAK2,-1.9460712706713574,8.136900712714152e-15,down
ENSG00000158715.5,SLC45A3,0.9081951414782513,0.0079860600002604,up
ENSG00000224114.1,RP11-343H5.4,-2.02362313815564,3.234161736054218e-32,down
ENSG00000076356.6,PLXNA2,0.6560059555052549,0.04141318082947011,up
ENSG00000123684.12,LPGAT1,0.9857459022091274,4.252131692437491e-5,up
ENSG00000143776.18,CDC42BPA,0.5125779857719295,0.03990958645599423,up
ENSG00000232864.1,NUCKS1P1,1.2490318654302037,0.015290492931126299,up
ENSG00000168118.11,RAB4A,0.5219515316376768,0.017546088042201233,up
ENSG00000135776.4,ABCB10,-0.5393589480797314,9.279332043610441e-4,down
ENSG00000143643.12,TTC13,-0.8778869116745591,4.359501913201707e-8,down
ENSG00000153207.14,AHCTF1,-0.7273942032442811,2.299805324854809e-4,down
ENSG00000134308.13,YWHAQ,0.6683408503577091,6.053379759921626e-11,up
ENSG00000171848.13,RRM2,-0.6668272385273123,1.1215245058277e-11,down
ENSG00000196208.13,GREB1,-0.8420577702476165,1.2355255194786496e-9,down
ENSG00000118960.12,HS1BP3,0.5551441636073895,0.0511057251852674,up
ENSG00000115128.6,SF3B6,-0.5713333311867786,1.7015509458490832e-8,down
ENSG00000138028.15,CGREF1,1.0194204840317114,0.004624799182645959,up
ENSG00000138074.14,SLC5A6,-0.526810988127633,2.1351728621070966e-4,down
ENSG00000162959.13,MEMO1,1.5001512842781195,1.5347620265680771e-12,up
ENSG00000055332.16,EIF2AK2,0.5097975348144366,0.01381116447994532,up
ENSG00000119787.13,ATL2,-0.5293520586612265,6.550102723678088e-4,down
ENSG00000163214.20,DHX57,1.376612661225304,2.2359682960935697e-6,up
ENSG00000138078.15,PREPL,0.5224224620245529,0.013814756469740851,up
ENSG00000170577.7,SIX2,0.8444416135092137,0.0027034592021426733,up
ENSG00000116016.13,EPAS1,1.7027305838323412,6.5721431926084624e-24,up
ENSG00000115306.15,SPTBN1,-0.6891806254312398,9.929106323553934e-4,down
ENSG00000115380.19,EFEMP1,0.9738770860846448,2.0984886948502443e-4,up
ENSG00000115946.7,PNO1,-0.5908865345352371,9.689421222894306e-4,down
ENSG00000115977.18,AAK1,1.4067780803854346,1.9102232893738833e-6,up
ENSG00000059728.10,MXD1,-0.8338437492075877,5.928294030528388e-8,down
ENSG00000115307.16,AUP1,-0.5661045453674654,1.2183686176481015e-4,down
ENSG00000270532.1,PEBP1P2,0.6685859830005165,5.838474001479459e-4,up
ENSG00000132313.14,MRPL35,-0.6336300522174717,9.87947146329998e-10,down
ENSG00000153561.12,RMND5A,0.558834132032572,0.006352299482444368,up
ENSG00000144199.11,FAHD2B,-0.5765383021678819,0.008656265761457671,down
ENSG00000040933.15,INPP4A,0.7666217391436965,0.00225602939112786,up
ENSG00000115616.2,SLC9A2,0.8663458082428418,0.023540282498690727,up
ENSG00000282304.1,RP11-1223D19.3,0.8633136990613893,0.012159650264317678,up
ENSG00000114999.7,TTL,0.5759832408775752,0.05021225626816958,up
ENSG00000125629.14,INSIG2,0.956042706303226,0.0017056237443085914,up
ENSG00000136717.14,BIN1,1.0999931830098673,0.03949532473185929,up
ENSG00000173272.15,MZT2A,-0.6163757658882368,0.002638330008527491,down
ENSG00000152117.17,AC093838.4,-0.5569304825241308,0.031032546445979043,down
ENSG00000115919.14,KYNU,1.35492250525148,1.1312722442965204e-22,up
ENSG00000121989.14,ACVR2A,-0.6129921760983733,0.03569416373861077,down
ENSG00000177519.3,RPRM,1.557115753749835,0.013814756469740851,up
ENSG00000162989.4,KCNJ3,1.1468119233737954,2.5141088588484316e-4,up
ENSG00000115221.10,ITGB6,1.1834256814079218,2.9387792833218505e-14,up
ENSG00000115267.5,IFIH1,-1.4218224237764707,4.252361125356693e-6,down
ENSG00000091409.14,ITGA6,0.5664901270159071,0.02546332335992313,up
ENSG00000077232.17,DNAJC10,0.9594767903659016,5.6509937890143996e-6,up
ENSG00000138448.11,ITGAV,-0.5750515180195948,8.130639136319841e-13,down
ENSG00000115524.15,SF3B1,0.9712447107165348,1.9048925638236666e-4,up
ENSG00000115520.8,COQ10B,-0.5262427492007117,0.0027043265671834213,down
ENSG00000115540.14,MOB4,-0.6174346705534822,2.5449874319913077e-6,down
ENSG00000204217.13,BMPR2,0.6009179074854551,0.007196215021069307,up
ENSG00000114942.13,EEF1B2,-0.6531240446881134,1.0262990762802482e-21,down
ENSG00000115020.16,PIKFYVE,-0.6933274529970417,0.024939077664416373,down
ENSG00000115414.18,FN1,-0.529771059652161,0.021872323247305776,down
ENSG00000197756.9,RPL37A,-0.8218596898311996,1.1657996862266995e-13,down
ENSG00000115461.4,IGFBP5,1.0253816192979106,6.283276715602195e-11,up
ENSG00000116106.11,EPHA4,0.5503530249037606,5.951777492690359e-4,up
ENSG00000085449.14,WDFY1,0.5523953547825079,0.005637666423964017,up
ENSG00000135905.18,DOCK10,1.6743641913972114,0.004844532834529611,up
ENSG00000144460.12,NYAP2,2.931565063101183,0.03327820592128138,up
ENSG00000115468.11,EFHD1,0.8036113339431273,1.8097933748433475e-4,up
ENSG00000167165.18,UGT1A6,1.1933453007112185,0.030036572004876177,up
ENSG00000279809.1,AC005538.3,-0.840715157759409,0.06552637809250421,down
ENSG00000172428.10,COPS9,-0.7551814296472836,0.013951129605038597,down
ENSG00000130294.15,KIF1A,0.636188385715587,0.05464480953927714,up
ENSG00000168385.17,SEPT2,0.6227342226837727,7.3942086679057705e-9,up
ENSG00000134107.4,BHLHE40,-0.6943815037522437,4.479993914616346e-5,down
ENSG00000134109.10,EDEM1,1.5962988793513506,1.8654518928867578e-4,up
ENSG00000156990.14,RPUSD3,-0.630703324788517,0.0026657232798142504,down
ENSG00000157014.10,TATDN2,0.5268407939075381,0.03451588734789538,up
ENSG00000132170.19,PPARG,0.7707501662264791,8.697388903364826e-6,up
ENSG00000144711.13,IQSEC1,0.8248918031728413,8.44524666306677e-4,up
ENSG00000170876.7,TMEM43,-0.5853769146130867,5.535486740587652e-6,down
ENSG00000154781.15,CCDC174,-0.8673824652873885,1.1451289114750421e-4,down
ENSG00000154813.9,DPH3,0.5094033469690947,0.02312581640134642,up
ENSG00000129810.14,SGO1,0.9134397453970593,1.0404982920392455e-4,up
ENSG00000197885.10,NKIRAS1,-0.5708681026615869,0.006475343306240762,down
ENSG00000174748.18,RPL15,-0.6934196146584677,1.3372952225891259e-21,down
ENSG00000170275.14,CRTAP,-0.5212368901465748,1.2699708122024977e-5,down
ENSG00000076242.14,MLH1,0.5419303115105845,0.008817585064599186,up
ENSG00000144674.16,GOLGA4,-0.5090493332590875,3.949235599012107e-4,down
ENSG00000136059.14,VILL,2.014221852116531,0.00936022074058441,up
ENSG00000144655.14,CSRNP1,-0.5047461760998655,0.059802076581296604,down
ENSG00000168028.13,RPSA,-0.6818975120266897,2.201136403160751e-12,down
ENSG00000114784.3,EIF1B,-1.2669942323756034,2.735454072087616e-7,down
ENSG00000188846.13,RPL14,-0.6038508571960011,8.822329910906967e-13,down
ENSG00000163820.14,FYCO1,0.9737199496966693,6.123831121720102e-5,up
ENSG00000164054.15,SHISA5,0.5093567739665718,0.005928658882312409,up
ENSG00000225697.12,SLC26A6,0.5004828050739155,0.09261170257865546,up
ENSG00000178467.17,P4HTM,-0.7008099726849581,2.228307371393626e-4,down
ENSG00000172037.13,LAMB2,-0.6336516507451776,1.9502049409903427e-4,down
ENSG00000145022.4,TCTA,1.7836592751690352,0.03145047435664889,up
ENSG00000001617.11,SEMA3F,0.6803436378407444,0.014969427546484592,up
ENSG00000012171.19,SEMA3B,-0.6290688085855706,0.002505023241532444,down
ENSG00000068001.13,HYAL2,0.5584466610455108,0.0076555777516271245,up
ENSG00000114383.9,TUSC2,-0.6140920865464179,0.0023896279936273203,down
ENSG00000162244.10,RPL29,-0.9010175150852183,3.751401381726993e-6,down
ENSG00000255154.7,RP11-80H18.3,-1.0829278882476283,0.0010983212722651366,down
ENSG00000168301.12,KCTD6,-0.5543523032259399,0.10545882423213081,down
ENSG00000214552.4,COPS8P2,-6.910335755739535,2.205915895323973e-4,down
ENSG00000178660.6,ARMC10P1,1.2417794612173536,1.3267875426416995e-11,up
ENSG00000057019.15,DCBLD2,1.173960110272593,1.3127086728130946e-5,up
ENSG00000114391.12,RPL24,-0.6971111942731371,2.1128439091279494e-30,down
ENSG00000244119.1,PDCL3P4,10.314889841119543,7.442091411031847e-12,up
ENSG00000144815.15,NXPE3,0.6856353627163623,0.08230290507387346,up
ENSG00000114446.4,IFT57,0.643689632712437,7.309682517409377e-5,up
ENSG00000114529.12,C3orf52,-0.6573445242832116,0.019484748031540083,down
ENSG00000144848.10,ATG3,-0.6845978594975114,1.3707927602131642e-10,down
ENSG00000082701.14,GSK3B,0.5059772076798201,0.004061781303542062,up
ENSG00000173226.16,IQCB1,-0.5440581104971064,0.005928658882312409,down
ENSG00000160124.9,CCDC58,-0.5468458362407699,1.1146835482991872e-6,down
ENSG00000173175.14,ADCY5,0.9508344188879795,0.0015522003482266453,up
ENSG00000082781.11,ITGB5,0.8068618303121429,8.47007302958592e-9,up
ENSG00000073111.13,MCM2,0.6242233298297298,0.01080613401941972,up
ENSG00000172780.16,RAB43,1.7999378983415948,1.8613890208723606e-11,up
ENSG00000240682.9,ISY1,0.7360584100464048,4.686128292814068e-11,up
ENSG00000081307.12,UBA5,0.5195523412028261,4.303245975585241e-6,up
ENSG00000154917.10,RAB6B,0.7769867697663295,1.0055233750136176e-4,up
ENSG00000174640.12,SLCO2A1,2.119439179369757,9.258364361530548e-6,up
ENSG00000114019.14,AMOTL2,-1.1449281090489916,3.20196662083132e-17,down
ENSG00000129055.12,ANAPC13,0.9624710829285725,7.199929589662892e-7,up
ENSG00000184432.9,COPB2,0.645947363665275,0.004350459698759606,up
ENSG00000158258.16,CLSTN2,1.5919540776744927,4.3294942786990413e-4,up
ENSG00000155903.11,RASA2,-1.094300615369038,0.0018184199676852429,down
ENSG00000114126.17,TFDP2,0.6308972718804964,0.019416068766554644,up
ENSG00000163755.8,HPS3,0.5410604062886416,2.4085040567572627e-5,up
ENSG00000244468.1,RP11-206M11.7,0.8099052014913194,0.06093991505453806,up
ENSG00000070087.13,PFN2,0.6219147040993844,4.56953804364458e-16,up
ENSG00000163659.12,TIPARP,-0.6868113537743108,5.838474001479459e-4,down
ENSG00000163590.13,PPM1L,-0.6805757993560427,5.838474001479459e-4,down
ENSG00000234851.4,RPL23AP42,-1.364465968032165,3.9475205156710017e-10,down
ENSG00000085274.15,MYNN,-0.6124533159892881,0.003236827055930128,down
ENSG00000163584.17,RPL22L1,-0.6976171925136823,4.904902824757969e-18,down
ENSG00000224426.1,SLC31A1P1,1.1861416454092542,0.006546236811201239,up
ENSG00000144959.9,NCEH1,-1.0789086396529495,3.6391507791725704e-8,down
ENSG00000136521.12,NDUFB5,-0.5732137372279961,1.8397102519113656e-4,down
ENSG00000156976.16,EIF4A2,-1.0769485839784534,4.141435676293404e-50,down
ENSG00000163918.10,RFC4,-0.5355490736199509,6.0940335407358154e-5,down
ENSG00000163923.9,RPL39L,-0.7875998003311433,0.05175693121316276,down
ENSG00000073282.12,TP63,1.0371913540650448,0.0030202351500551758,up
ENSG00000180611.6,MB21D2,-0.7502284232799593,5.267014868733899e-4,down
ENSG00000114315.3,HES1,-0.5850495053008088,2.095126731633882e-4,down
ENSG00000133657.14,ATP13A3,0.8231407870685701,2.0197938791421236e-9,up
ENSG00000061938.16,TNK2,0.6537643859850181,0.006543595572216006,up
ENSG00000072274.12,TFRC,-0.6069681331158187,4.578645134813869e-14,down
ENSG00000185621.11,LMLN,-1.0483389928565732,3.2806663618843094e-4,down
ENSG00000250321.1,RP11-478C6.4,-0.9951597973484285,2.197203504900461e-12,down
ENSG00000127418.14,FGFRL1,0.628492285170873,0.0796755243115499,up
ENSG00000125386.15,FAM193A,-0.5358660438612404,0.0574254950759164,down
ENSG00000087266.15,SH3BP2,0.5338204326156581,0.09871604674349625,up
ENSG00000184160.7,ADRA2C,0.9761101162066332,0.045723173957746645,up
ENSG00000137449.15,CPEB2,-1.5661178592875755,3.663312041854414e-4,down
ENSG00000154274.14,C4orf19,1.4415598234018994,7.810478133803542e-6,up
ENSG00000109787.12,KLF3,0.5525015604192297,0.014110115963239063,up
ENSG00000197712.11,FAM114A1,0.5001428672756268,0.06552637809250421,up
ENSG00000163682.15,RPL9,-1.0860401014570198,2.3309788618808482e-26,down
ENSG00000169019.10,COMMD8,0.546721710231716,0.0126614153313576,up
ENSG00000109171.14,SLAIN2,0.8653340010333016,0.00705361071199869,up
ENSG00000145247.11,OCIAD2,0.7406231406102368,6.422564772579043e-7,up
ENSG00000145216.15,FIP1L1,-0.5433857037974725,3.269770723950853e-5,down
ENSG00000072201.13,LNX1,0.7695198296460097,0.06850546763236207,up
ENSG00000174780.15,SRP72,0.5714819555954508,1.1141044531011422e-5,up
ENSG00000138757.14,G3BP2,0.8339164771249247,1.921313789272919e-8,up
ENSG00000138767.12,CNOT6L,-0.5728096479723562,0.0013040895488431563,down
ENSG00000138756.17,BMP2K,0.6130140876139287,0.06894093087125978,up
ENSG00000249242.7,TMEM150C,1.1782872603676002,2.2122370037411422e-6,up
ENSG00000145284.11,SCD5,0.6280039206713649,0.008181822822267015,up
ENSG00000214980.4,RP11-274J2.1,7.179829877623037,1.790174036912397e-5,up
ENSG00000163624.5,CDS1,0.6106446070545413,0.010689347444922417,up
ENSG00000198189.10,HSD17B11,0.6572086994219483,0.06001448300502111,up
ENSG00000118762.7,PKD2,0.8262708636561634,0.010582909831948928,up
ENSG00000109475.16,RPL34,-0.7385233166002367,1.3863237262155745e-33,down
ENSG00000180801.13,ARSJ,-0.8205914118177773,0.028273426514802826,down
ENSG00000213492.2,NT5C3AP1,-0.7466819710396476,0.0017751564572490856,down
ENSG00000164073.9,MFSD8,-0.6126877990708638,7.115636313405028e-4,down
ENSG00000164040.16,PGRMC2,-0.5114888714641065,7.107860199533336e-5,down
ENSG00000151012.13,SLC7A11,0.6427665318892317,0.028723493399610573,up
ENSG00000145425.9,RPS3A,-0.569690165737315,6.687834024455527e-19,down
ENSG00000171564.11,FGB,-1.9105333837605956,0.01992607238478151,down
ENSG00000205208.4,C4orf46,-0.5177008340732453,0.07721752359308154,down
ENSG00000121089.4,NACA3P,-0.7998427759189214,4.460362645544731e-6,down
ENSG00000129116.17,PALLD,0.7193286570332574,1.5558306090586444e-4,up
ENSG00000170561.12,IRX2,0.5473453784478304,0.0018417145845887367,up
ENSG00000145545.11,SRD5A1,-0.6931562117317432,0.0014413874570062975,down
ENSG00000112902.11,SEMA5A,0.7949114378411022,8.114439574557393e-4,up
ENSG00000164237.8,CMBL,0.6485391528716533,0.004434684935115875,up
ENSG00000112977.15,DAP,0.9588908661732598,3.8564391997540216e-6,up
ENSG00000176788.8,BASP1,0.992776846833308,6.27346514648647e-19,up
ENSG00000079215.13,SLC1A3,2.245600223620962,0.0014830291853933973,up
ENSG00000132356.11,PRKAA1,0.6209711114565081,0.0010586379284765943,up
ENSG00000145592.13,RPL37,-0.966010318219248,3.643282695355163e-8,down
ENSG00000205765.8,C5orf51,-0.5094919744697007,0.0035704898783967577,down
ENSG00000248092.7,NNT-AS1,0.5944178229051411,0.09471614906320498,up
ENSG00000250853.1,RNF138P1,1.2661033870904688,0.002680923337319499,up
ENSG00000095015.5,MAP3K1,0.8577268941721664,5.097027769748893e-7,up
ENSG00000164181.13,ELOVL7,1.0423631446492323,0.003543375078175753,up
ENSG00000188725.7,SMIM15,-0.6771345167680434,2.543817766949392e-5,down
ENSG00000145736.14,GTF2H2,-0.5902591601679384,7.115837708371568e-4,down
ENSG00000164329.13,PAPD4,-0.5569060120995842,0.013815896723104636,down
ENSG00000164309.14,CMYA5,0.6009252278670064,0.09675284551862957,up
ENSG00000186468.12,RPS23,-0.7281485956903019,4.158600409263198e-13,down
ENSG00000176055.9,MBLAC2,-0.9553835107978688,7.538120225725845e-4,down
ENSG00000113356.11,POLR3G,-0.8827363442746338,1.976041665499883e-5,down
ENSG00000113369.8,ARRDC3,-0.8135053516165686,0.02744792871099597,down
ENSG00000249353.2,NPM1P27,-0.5225021426903161,1.466088173347091e-5,down
ENSG00000254132.1,MTND6P3,-1.45383512231809,6.019982500706258e-9,down
ENSG00000164292.12,RHOBTB3,0.6965566329002465,1.900621818540387e-8,up
ENSG00000164307.12,ERAP1,-0.8565948412968912,0.0010544882895579507,down
ENSG00000113441.15,LNPEP,-0.7552261488019175,9.673107232436386e-10,down
ENSG00000224032.6,EPB41L4A-AS1,-0.879431809352873,0.01441313502168413,down
ENSG00000164221.12,CCDC112,-0.7044947564644211,0.011807100545779407,down
ENSG00000145779.7,TNFAIP8,0.8540825141839687,0.0017324765472220814,up
ENSG00000133835.14,HSD17B4,0.7770663486878993,7.678937527226546e-7,up
ENSG00000155324.9,GRAMD3,1.488683479777935,8.513512362202983e-5,up
ENSG00000113396.12,SLC27A6,1.2591468540495778,0.0012440870535433946,up
ENSG00000145808.9,ADAMTS19,0.586769666825748,0.009783590371994158,up
ENSG00000125347.13,IRF1,-1.2129402108969474,7.816701381277689e-6,down
ENSG00000152377.13,SPOCK1,0.5732018872823449,0.03179662118553723,up
ENSG00000280987.4,MATR3,9.536542743714671,3.802828451147958e-9,up
ENSG00000120727.12,PAIP2,0.570821355309249,5.173532081171316e-6,up
ENSG00000113141.17,IK,0.7005418201634109,0.001595162584063986,up
ENSG00000240184.6,PCDHGC3,0.5265553197565503,0.035741747041420746,up
ENSG00000156453.13,PCDH1,0.9135526222287828,1.0490253843615397e-8,up
ENSG00000113580.14,NR3C1,-0.5414957216963879,0.04745105484246448,down
ENSG00000091009.7,RBM27,-0.714858806478604,0.004504908444232072,down
ENSG00000176049.15,JAKMIP2,0.6795977628619968,0.05899002707031306,up
ENSG00000164284.14,GRPEL2,-1.0166828003713104,8.734941057530936e-12,down
ENSG00000070614.14,NDST1,0.5035004267915766,0.04404159546697938,up
ENSG00000211445.11,GPX3,0.9702801291434044,0.007532371352778997,up
ENSG00000197043.13,ANXA6,1.3730517225733032,1.0372484696572773e-5,up
ENSG00000037749.11,MFAP3,-0.7638869391007214,3.5548417210577302e-6,down
ENSG00000113328.18,CCNG1,1.175557731403093,1.8865046400821008e-12,up
ENSG00000072786.12,STK10,0.827521771820896,5.397884444447199e-4,up
ENSG00000120129.5,DUSP1,-1.1951942193281795,0.005109332666093799,down
ENSG00000113719.15,ERGIC1,0.8481048238607166,1.001315018733768e-5,up
ENSG00000113732.8,ATP6V0E1,0.5988347862762897,0.0781059824367376,up
ENSG00000169131.11,ZNF354A,-0.7292121305963732,0.004482690969198758,down
ENSG00000204628.11,RACK1,-0.6037348236593275,9.627986770933485e-23,down
ENSG00000054598.6,FOXC1,-0.8528684173133254,0.00399516918398085,down
ENSG00000124588.19,NQO2,0.5186054255824527,0.01336105420456318,up
ENSG00000198721.12,ECI2,0.5392775108968813,0.060579266052596475,up
ENSG00000111845.4,PAK1IP1,-0.884512665904008,2.7156228042864956e-10,down
ENSG00000224531.5,SMIM13,-0.9239896877326007,0.010283709492928986,down
ENSG00000078401.6,EDN1,-1.3237246034464847,3.6280708193013605e-6,down
ENSG00000112242.14,E2F3,-1.0978214622804547,1.662596658561549e-7,down
ENSG00000124766.6,SOX4,-0.5270759846855814,3.065527378743811e-7,down
ENSG00000146038.11,DCDC2,-0.608348325161477,8.628082280865276e-4,down
