UniqueCount	AmbigCount
0	16
0	17
0	259
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	2
0	0
0	7
0	8
0	0
0	0
0	0
0	24
0	0
0	5
0	3
0	0
0	0
0	16
1	296
0	320
0	326
0	326
0	6
0	0
0	320
0	100
0	0
0	0
0	0
0	0
0	0
0	2
0	14
0	7
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	14
0	27
0	27
0	0
0	2
0	7
0	0
0	1
0	0
0	0
0	2
0	16
0	16
0	114
2	556
0	22983
21	291
0	3246
0	645
85	1944
0	2056
0	1
0	0
0	0
0	10
0	5
0	0
0	0
0	16
0	16
0	16
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	14
0	0
0	0
0	2
8	99
0	29
0	29
0	29
0	29
0	29
0	75
0	25
0	46
0	2
0	2
0	0
0	8
4	13
0	56
0	0
0	0
0	3006
0	1
2	0
0	14
0	0
17	5
0	0
0	0
5	9
0	1
0	21
0	20
0	21
0	18
0	21
0	20
0	21
0	18
0	21
0	21
0	18
0	0
0	8
0	2
0	6
0	277
0	763
0	749
0	8
0	313
0	20
3	17
0	15
0	8
0	8
0	2
0	8
0	8
0	8
0	1
0	1
0	0
0	0
0	0
0	0
0	23
0	23
0	23
0	19
0	197
0	181
5	196
0	831
0	0
22	953
0	953
0	3
0	25
0	132
0	64
0	29
0	70
0	96
0	44
0	2
0	7
0	2
0	2
0	0
0	2
0	0
1	0
135	1
0	7
0	6
0	6
0	6
0	4
0	15
0	6
0	0
0	7
0	6
0	6
0	6
0	7
0	5
0	7
0	3
0	1
0	9
0	2
1	1
1	0
2	2
1	0
4	0
0	0
0	10
0	1
0	1
0	0
0	0
0	0
0	0
0	22
1	30
0	21
0	24
0	0
0	0
0	0
0	511
0	480
0	490
0	201
0	192
0	344
0	130
10	4
0	0
0	0
0	2
0	1
0	2
0	5
0	122
0	122
0	123
0	113
0	125
0	118
0	119
0	55
0	99
0	90
0	56
0	41
0	43
0	38
2	26
0	11
0	6
0	3
0	8
1	2
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	54
0	56
0	43
0	46
0	2
0	5
0	29
0	3
0	11
0	9
0	7
0	4
0	3
0	0
0	82
0	76
0	12
0	76
6	65
0	133
0	227
0	227
0	164
0	100
0	227
0	23
0	224
0	172
0	191
0	101
0	147
0	227
0	178
0	143
0	174
0	227
0	66
0	49
0	46
0	157
0	49
0	110
0	83
0	44
0	77
0	108
0	33
0	86
0	120
0	94
0	90
0	95
0	95
0	95
0	32
0	30
0	73
0	55
0	55
0	50
0	41
0	30
0	22
0	16
0	16
0	14
0	7
0	6
0	5
0	0
0	0
0	15
0	25
1	13
0	0
0	36
2	36
0	25
0	6
0	9
0	8
0	7
0	5
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	658
6	655
0	656
0	657
0	132
0	5
0	16
0	12
0	50
0	11
0	72
0	77
0	16
0	12
0	76
0	15
0	15
0	73
0	6
0	5
0	2
0	53
0	61
0	43
0	43
0	26
0	18
0	6
0	7
0	10
