UniqueCount	AmbigCount
0	2
0	0
2	205
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
19	18
0	1
0	0
0	1
0	1
0	12
3	0
2	39
0	0
0	1
102	3
1	5
1	69
1	0
0	0
0	0
0	0
7	213
1	65
0	67
0	48
6	10
0	0
0	44
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	1
3	3
0	1
13	0
0	14
0	11
0	5
0	11
6	1
0	1
0	11
4	1
0	0
0	0
0	0
0	0
0	69
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	1
5	4
0	1
0	0
0	0
43	7953
411	92054
920	144239
0	0
0	843
62	1
9930	69373
9	4038
0	0
0	0
0	0
45	284
0	1
0	0
0	0
0	4
1	4
0	2
4	4
0	0
0	0
2	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
2	4
0	0
1	0
8	2
0	1
0	2
0	0
0	0
194	46
3	9
4	6
0	8
1	16
3	10
3	69
0	30
2	0
0	6
0	0
15	9
3	3
33	4
2	2
0	0
0	2
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
2	127
81	375
19	318
0	0
0	128
5	3
34	60
3	58
2	9
3	9
0	0
7	18
0	14
0	18
0	0
0	3
0	0
0	0
0	0
6	0
0	2
1	2
2	1
0	1
4	198
0	52
128	198
0	0
1	0
272	2879
0	2880
0	0
1	4
0	106
0	18
0	3
1	25
0	56
14	947
1	27
36	280
2	14
0	280
0	0
21	74
9	161
1	0
0	0
0	211
3	181
0	247
1	251
11	161
2	218
0	213
0	14
0	146
1	77
3	86
1	90
1	19
2	15
0	3
0	12
0	5
0	12
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
55	1097
1	830
0	1023
17	256
2	136
2	245
0	151
259	2
0	1
0	1
0	1
0	0
