UniqueCount	AmbigCount
2	8
0	0
0	113
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
20	36
1	1
0	0
0	0
0	0
0	28
0	0
0	15
0	0
0	2
46	2
0	0
1	19
0	0
0	0
0	0
0	0
2	119
1	36
1	47
1	22
27	37
0	0
0	14
0	3
0	6
0	0
0	0
4	5
0	0
0	4
0	1
0	2
0	3
0	2
2	3
0	0
2	0
0	8
0	7
0	6
0	4
1	2
0	3
0	7
0	2
0	0
0	4
0	2
0	0
0	18
0	10
0	10
0	2
0	1
0	0
0	4
0	2
0	0
0	0
0	3
2	3
0	2
0	0
0	0
6	1021
29	10572
11	25167
0	0
2	250
0	0
2485	13079
5	717
0	0
0	2
0	0
35	133
0	0
0	0
0	0
0	4
1	2
0	8
0	6
0	3
0	2
5	2
0	1
0	0
0	0
0	2
0	5
1	5
0	4
0	4
0	2
0	4
0	3
1	1
0	0
1	2
0	2
1	0
0	4
0	3
137	25
0	4
1	8
0	8
0	1
0	1
1	30
0	11
1	4
0	5
1	3
0	0
0	1
13	0
1	2
0	0
0	2
0	0
0	0
1	0
17	0
0	0
42	18
0	16
0	2
34	29
0	12
0	182
0	155
1	191
0	158
1	174
0	177
0	175
0	144
3	170
9	160
2	80
0	1
0	22
3	0
0	6
3	251
159	676
17	593
0	0
1	218
1	6
20	11
1	17
1	1
0	6
1	0
3	15
7	15
0	13
0	0
0	1
0	0
0	0
2	0
15	1
16	179
42	159
3	122
1	57
1	174
0	49
92	174
0	0
0	0
178	2146
0	2150
4	0
0	19
0	58
0	37
0	1
0	18
0	55
3	515
0	11
1	18
0	1
0	18
0	0
0	3
0	12
0	0
718	9
0	81
0	83
0	96
1	100
22	72
4	82
0	79
0	2
0	51
0	20
0	27
0	27
0	11
1	3
0	2
0	14
0	5
0	2
2	0
0	0
0	0
0	0
0	0
2	0
1	0
1	0
0	1
0	1
0	1
0	0
0	0
0	0
1	40
17	59
0	17
2	12
0	0
0	0
0	0
21	794
1	611
0	722
12	327
0	262
0	114
0	85
213	0
0	1
0	1
0	1
0	0
0	0
6	0
4	536
0	542
14	562
8	312
16	335
3	260
0	228
0	33
0	187
9	165
0	28
0	39
0	47
0	34
2	48
0	0
2	5
0	5
1	31
20	5
0	0
1	0
0	3
0	1
0	3
0	3
1	0
0	3
0	0
0	0
3	122
10	109
2	79
0	61
0	0
0	8
0	17
0	0
6	18
0	7
4	2
0	3
0	0
0	0
54	131
9	30
6	10
1	78
3	58
0	104
0	220
0	217
0	140
0	103
0	246
0	39
0	163
0	141
11	116
3	58
0	117
0	217
0	138
0	112
0	166
0	183
0	34
0	15
0	9
0	143
0	18
0	25
0	23
0	8
0	21
0	75
0	1
0	5
0	90
1	29
1	30
0	61
0	48
0	48
0	0
0	0
0	19
0	86
0	46
4	37
0	33
0	27
2	12
0	7
0	5
0	12
0	0
0	4
0	4
0	0
1	0
1	38
175	47
0	9
3	0
2	520
19	518
0	367
0	48
0	82
1	17
0	10
3	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	786
119	773
15	768
64	758
6	8
1	13
0	0
7	86
0	108
3	71
4	140
1	193
0	110
0	75
0	160
0	153
0	55
0	92
0	8
1	13
0	7
3	13
0	59
1	8
2	15
0	0
0	8
7	18
3	93
17	97
0	5
0	4
0	85
1	95
0	30
146	406
0	189
9	242
7	8
3	217
2	27
0	0
38	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
4	56
37	61
0	0
10	23
0	0
0	4
10	118
47	114
0	19
27	74
12	49
27	465
0	454
0	441
0	441
0	0
1	40
8	15
1	0
0	0
2	0
314	841
1	737
0	104
99	33
14	1
0	0
275	2
45	1
0	66
0	72
0	62
0	72
1	64
0	62
0	68
2	6
0	1
0	68
1	5
0	57
0	7
0	5
0	9
0	71
0	40
0	4
0	61
0	49
0	0
0	1
1	54
0	5
2	0
0	0
0	5
0	8
0	6
1	13
0	13
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
