UniqueCount	AmbigCount
0	2
0	3
0	274
0	0
0	1
0	7
0	0
0	0
0	0
0	0
0	3
0	0
0	18
0	0
0	0
0	12
0	0
0	1
0	9
0	0
0	0
0	0
0	20
0	0
0	0
0	0
0	0
0	0
0	3
0	386
0	56
0	62
0	62
6	11
0	0
0	52
0	57
0	0
0	0
0	0
0	0
0	0
0	2
0	7
0	0
0	0
0	12
0	0
0	0
0	2
0	41
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	12
0	12
0	0
0	2
0	0
0	0
0	1
0	0
0	0
0	12
0	0
0	0
0	507
0	1693
22	15840
48	0
0	2497
0	211
27	2501
1	1305
0	0
0	0
0	0
0	72
0	0
0	0
0	0
0	28
0	27
0	28
0	27
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	3
0	0
0	0
0	3
0	1
0	5
0	0
2	0
5	73
0	13
0	13
0	13
0	14
0	14
0	49
0	12
0	37
0	1
0	0
0	1
0	0
1	14
0	39
0	10
0	10
0	2043
1	0
0	0
0	0
0	0
130	21
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	216
0	522
0	512
0	3
0	219
7	37
1	15
0	8
0	9
0	5
0	1
0	5
0	5
0	5
0	1
0	1
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	3
0	82
0	66
4	82
0	597
0	0
8	696
0	696
1	1
0	18
0	111
0	45
0	34
0	30
0	43
0	14
0	0
5	43
0	39
0	42
0	4
1	39
0	24
1	3
0	0
0	14
0	23
0	13
0	21
0	12
0	14
0	13
0	3
0	14
0	21
0	13
0	10
0	10
0	10
0	10
0	9
0	5
0	5
0	3
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	614
0	588
0	600
0	338
0	333
0	330
0	55
8	7
0	3
0	3
0	3
0	0
0	0
1	0
0	141
0	140
0	140
0	128
0	141
0	135
0	139
0	81
0	110
0	96
0	76
0	20
0	26
0	21
0	20
0	6
0	12
0	9
0	14
2	3
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	59
0	51
0	44
0	37
0	8
0	4
0	17
0	0
0	14
0	9
0	2
0	3
0	3
0	0
0	55
0	49
0	5
0	49
0	45
0	148
0	225
0	224
0	173
0	122
0	224
0	7
0	227
0	179
1	184
0	70
0	132
0	225
0	183
0	162
0	192
0	224
0	56
0	50
0	41
0	135
0	50
0	92
0	105
0	61
0	95
0	133
0	40
0	70
0	85
0	79
0	73
0	77
0	77
0	76
0	28
0	29
0	59
0	46
0	49
0	39
0	42
0	40
0	30
0	20
0	20
0	17
0	6
0	5
0	10
0	0
0	0
0	11
0	79
0	72
0	0
0	66
3	65
0	47
0	7
0	14
0	17
2	12
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	433
7	430
0	433
0	433
3	92
0	3
0	2
0	57
0	78
0	37
0	86
0	98
0	67
0	55
0	95
0	68
0	66
0	81
0	32
0	29
0	20
0	35
0	30
1	25
0	12
0	8
0	8
0	2
0	3
0	3
0	1
0	1
0	3
0	3
0	0
0	270
0	104
2	265
2	49
1	324
0	77
0	126
1	17
0	3
0	3
0	4
0	4
0	3
5	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	7
